,date,trial_end_date,h_clients_hk,Test_group,Prolongation_tariff,prolongation_date,price_payed,converted,,,,profi,1390,258,,,,,,,,
3 052,19.03.2026,19.03.2026,Client_id_3052,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 053,16.03.2026,16.03.2026,Client_id_3053,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 054,22.03.2026,22.03.2026,Client_id_3054,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 055,20.03.2026,20.03.2026,Client_id_3055,A,business_plus,20.03.2026,2700,1,,,,,,,,,,,,,,
3 056,16.03.2026,16.03.2026,Client_id_3056,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 057,22.03.2026,22.03.2026,Client_id_3057,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 058,22.03.2026,22.03.2026,Client_id_3058,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 059,18.03.2026,18.03.2026,Client_id_3059,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 060,20.03.2026,20.03.2026,Client_id_3060,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 061,18.03.2026,18.03.2026,Client_id_3061,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 062,16.03.2026,16.03.2026,Client_id_3062,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 063,20.03.2026,20.03.2026,Client_id_3063,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 064,16.03.2026,16.03.2026,Client_id_3064,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 065,22.03.2026,22.03.2026,Client_id_3065,A,business,03.04.2026,2200,0,,,,,,,,,,,,,,
3 066,20.03.2026,20.03.2026,Client_id_3066,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 067,22.03.2026,22.03.2026,Client_id_3067,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
3 068,21.03.2026,21.03.2026,Client_id_3068,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 069,19.03.2026,19.03.2026,Client_id_3069,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 070,19.03.2026,19.03.2026,Client_id_3070,A,profi,28.03.2026,1390,1,,,,,,,,,,,,,,
3 071,18.03.2026,18.03.2026,Client_id_3071,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 072,19.03.2026,19.03.2026,Client_id_3072,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 073,21.03.2026,21.03.2026,Client_id_3073,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
3 074,21.03.2026,21.03.2026,Client_id_3074,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 075,19.03.2026,19.03.2026,Client_id_3075,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 076,20.03.2026,20.03.2026,Client_id_3076,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 077,22.03.2026,22.03.2026,Client_id_3077,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 078,19.03.2026,19.03.2026,Client_id_3078,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 079,18.03.2026,18.03.2026,Client_id_3079,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 080,19.03.2026,19.03.2026,Client_id_3080,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 081,22.03.2026,22.03.2026,Client_id_3081,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 082,17.03.2026,17.03.2026,Client_id_3082,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 083,20.03.2026,20.03.2026,Client_id_3083,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 084,21.03.2026,21.03.2026,Client_id_3084,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 085,17.03.2026,17.03.2026,Client_id_3085,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
3 086,21.03.2026,21.03.2026,Client_id_3086,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 087,21.03.2026,21.03.2026,Client_id_3087,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 088,20.03.2026,20.03.2026,Client_id_3088,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 089,19.03.2026,19.03.2026,Client_id_3089,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 090,20.03.2026,20.03.2026,Client_id_3090,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 091,21.03.2026,21.03.2026,Client_id_3091,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 092,20.03.2026,20.03.2026,Client_id_3092,A,business,31.03.2026,2200,0,,,,,,,,,,,,,,
3 093,20.03.2026,20.03.2026,Client_id_3093,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 094,16.03.2026,16.03.2026,Client_id_3094,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
3 095,18.03.2026,18.03.2026,Client_id_3095,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 096,17.03.2026,17.03.2026,Client_id_3096,A,business_plus,31.03.2026,2700,0,,,,,,,,,,,,,,
3 097,16.03.2026,16.03.2026,Client_id_3097,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 098,18.03.2026,18.03.2026,Client_id_3098,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 099,21.03.2026,21.03.2026,Client_id_3099,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 100,22.03.2026,22.03.2026,Client_id_3100,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 101,22.03.2026,22.03.2026,Client_id_3101,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 102,17.03.2026,17.03.2026,Client_id_3102,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 103,17.03.2026,17.03.2026,Client_id_3103,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 104,19.03.2026,19.03.2026,Client_id_3104,A,profi,26.03.2026,1390,1,,,,,,,,,,,,,,
3 105,18.03.2026,18.03.2026,Client_id_3105,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 106,18.03.2026,18.03.2026,Client_id_3106,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 107,19.03.2026,19.03.2026,Client_id_3107,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 108,16.03.2026,16.03.2026,Client_id_3108,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 109,22.03.2026,22.03.2026,Client_id_3109,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 110,20.03.2026,20.03.2026,Client_id_3110,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 111,17.03.2026,17.03.2026,Client_id_3111,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 112,22.03.2026,22.03.2026,Client_id_3112,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 113,21.03.2026,21.03.2026,Client_id_3113,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 114,19.03.2026,19.03.2026,Client_id_3114,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 115,21.03.2026,21.03.2026,Client_id_3115,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 116,22.03.2026,22.03.2026,Client_id_3116,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 117,22.03.2026,22.03.2026,Client_id_3117,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 118,22.03.2026,22.03.2026,Client_id_3118,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 119,16.03.2026,16.03.2026,Client_id_3119,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 120,22.03.2026,22.03.2026,Client_id_3120,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
3 121,16.03.2026,16.03.2026,Client_id_3121,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 122,16.03.2026,16.03.2026,Client_id_3122,A,profi,25.03.2026,1390,1,,,,,,,,,,,,,,
3 123,17.03.2026,17.03.2026,Client_id_3123,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 124,19.03.2026,19.03.2026,Client_id_3124,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 125,18.03.2026,18.03.2026,Client_id_3125,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 126,18.03.2026,18.03.2026,Client_id_3126,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 127,19.03.2026,19.03.2026,Client_id_3127,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 128,16.03.2026,16.03.2026,Client_id_3128,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 129,21.03.2026,21.03.2026,Client_id_3129,A,business,31.03.2026,2200,1,,,,,,,,,,,,,,
3 130,18.03.2026,18.03.2026,Client_id_3130,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 131,17.03.2026,17.03.2026,Client_id_3131,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 132,18.03.2026,18.03.2026,Client_id_3132,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 133,20.03.2026,20.03.2026,Client_id_3133,A,business_plus,02.04.2026,2700,0,,,,,,,,,,,,,,
3 134,22.03.2026,22.03.2026,Client_id_3134,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 135,20.03.2026,20.03.2026,Client_id_3135,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 136,22.03.2026,22.03.2026,Client_id_3136,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 137,16.03.2026,16.03.2026,Client_id_3137,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 138,19.03.2026,19.03.2026,Client_id_3138,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 139,16.03.2026,16.03.2026,Client_id_3139,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
3 140,18.03.2026,18.03.2026,Client_id_3140,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 141,21.03.2026,21.03.2026,Client_id_3141,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 142,20.03.2026,20.03.2026,Client_id_3142,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 143,20.03.2026,20.03.2026,Client_id_3143,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 144,18.03.2026,18.03.2026,Client_id_3144,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 145,17.03.2026,17.03.2026,Client_id_3145,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 146,16.03.2026,16.03.2026,Client_id_3146,A,business_plus,20.03.2026,2700,1,,,,,,,,,,,,,,
3 147,21.03.2026,21.03.2026,Client_id_3147,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 148,21.03.2026,21.03.2026,Client_id_3148,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 149,16.03.2026,16.03.2026,Client_id_3149,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 150,18.03.2026,18.03.2026,Client_id_3150,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 151,22.03.2026,22.03.2026,Client_id_3151,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 152,17.03.2026,17.03.2026,Client_id_3152,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 153,17.03.2026,17.03.2026,Client_id_3153,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 154,18.03.2026,18.03.2026,Client_id_3154,A,business_plus,30.03.2026,2700,0,,,,,,,,,,,,,,
3 155,21.03.2026,21.03.2026,Client_id_3155,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 156,21.03.2026,21.03.2026,Client_id_3156,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 157,20.03.2026,20.03.2026,Client_id_3157,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 158,16.03.2026,16.03.2026,Client_id_3158,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 159,19.03.2026,19.03.2026,Client_id_3159,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 160,16.03.2026,16.03.2026,Client_id_3160,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 161,20.03.2026,20.03.2026,Client_id_3161,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 162,22.03.2026,22.03.2026,Client_id_3162,A,profi,03.04.2026,1390,0,,,,,,,,,,,,,,
3 163,18.03.2026,18.03.2026,Client_id_3163,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 164,21.03.2026,21.03.2026,Client_id_3164,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 165,19.03.2026,19.03.2026,Client_id_3165,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 166,16.03.2026,16.03.2026,Client_id_3166,A,business,22.03.2026,2200,1,,,,,,,,,,,,,,
3 167,21.03.2026,21.03.2026,Client_id_3167,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 168,19.03.2026,19.03.2026,Client_id_3168,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 169,21.03.2026,21.03.2026,Client_id_3169,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 170,19.03.2026,19.03.2026,Client_id_3170,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 171,21.03.2026,21.03.2026,Client_id_3171,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 172,17.03.2026,17.03.2026,Client_id_3172,A,profi,27.03.2026,1390,1,,,,,,,,,,,,,,
3 173,19.03.2026,19.03.2026,Client_id_3173,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 174,17.03.2026,17.03.2026,Client_id_3174,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 175,22.03.2026,22.03.2026,Client_id_3175,A,business,25.03.2026,2200,1,,,,,,,,,,,,,,
3 176,21.03.2026,21.03.2026,Client_id_3176,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 177,22.03.2026,22.03.2026,Client_id_3177,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 178,20.03.2026,20.03.2026,Client_id_3178,A,profi,31.03.2026,1390,0,,,,,,,,,,,,,,
3 179,17.03.2026,17.03.2026,Client_id_3179,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 180,22.03.2026,22.03.2026,Client_id_3180,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 181,20.03.2026,20.03.2026,Client_id_3181,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 182,22.03.2026,22.03.2026,Client_id_3182,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 183,17.03.2026,17.03.2026,Client_id_3183,A,business_plus,30.03.2026,2700,0,,,,,,,,,,,,,,
3 184,21.03.2026,21.03.2026,Client_id_3184,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 185,21.03.2026,21.03.2026,Client_id_3185,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 186,18.03.2026,18.03.2026,Client_id_3186,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 187,16.03.2026,16.03.2026,Client_id_3187,A,business_plus,16.03.2026,2700,1,,,,,,,,,,,,,,
3 188,21.03.2026,21.03.2026,Client_id_3188,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 189,22.03.2026,22.03.2026,Client_id_3189,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 190,20.03.2026,20.03.2026,Client_id_3190,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 191,18.03.2026,18.03.2026,Client_id_3191,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 192,17.03.2026,17.03.2026,Client_id_3192,A,profi,24.03.2026,1390,1,,,,,,,,,,,,,,
3 193,16.03.2026,16.03.2026,Client_id_3193,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
3 194,21.03.2026,21.03.2026,Client_id_3194,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 195,18.03.2026,18.03.2026,Client_id_3195,A,business_plus,25.03.2026,2700,1,,,,,,,,,,,,,,
3 196,18.03.2026,18.03.2026,Client_id_3196,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 197,20.03.2026,20.03.2026,Client_id_3197,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 198,18.03.2026,18.03.2026,Client_id_3198,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 199,18.03.2026,18.03.2026,Client_id_3199,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 200,21.03.2026,21.03.2026,Client_id_3200,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 201,21.03.2026,21.03.2026,Client_id_3201,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 202,17.03.2026,17.03.2026,Client_id_3202,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 203,17.03.2026,17.03.2026,Client_id_3203,A,profi,20.03.2026,1390,1,,,,,,,,,,,,,,
3 204,20.03.2026,20.03.2026,Client_id_3204,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 205,22.03.2026,22.03.2026,Client_id_3205,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 206,18.03.2026,18.03.2026,Client_id_3206,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 207,19.03.2026,19.03.2026,Client_id_3207,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 208,21.03.2026,21.03.2026,Client_id_3208,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 209,17.03.2026,17.03.2026,Client_id_3209,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 210,16.03.2026,16.03.2026,Client_id_3210,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 211,22.03.2026,22.03.2026,Client_id_3211,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
3 212,18.03.2026,18.03.2026,Client_id_3212,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 213,20.03.2026,20.03.2026,Client_id_3213,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 214,22.03.2026,22.03.2026,Client_id_3214,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
3 215,17.03.2026,17.03.2026,Client_id_3215,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 216,21.03.2026,21.03.2026,Client_id_3216,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 217,17.03.2026,17.03.2026,Client_id_3217,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 218,16.03.2026,16.03.2026,Client_id_3218,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 219,22.03.2026,22.03.2026,Client_id_3219,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 220,17.03.2026,17.03.2026,Client_id_3220,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 221,18.03.2026,18.03.2026,Client_id_3221,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 222,20.03.2026,20.03.2026,Client_id_3222,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 223,20.03.2026,20.03.2026,Client_id_3223,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 224,16.03.2026,16.03.2026,Client_id_3224,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 225,19.03.2026,19.03.2026,Client_id_3225,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 226,21.03.2026,21.03.2026,Client_id_3226,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 227,18.03.2026,18.03.2026,Client_id_3227,A,profi,31.03.2026,1390,0,,,,,,,,,,,,,,
3 228,17.03.2026,17.03.2026,Client_id_3228,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 229,17.03.2026,17.03.2026,Client_id_3229,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 230,16.03.2026,16.03.2026,Client_id_3230,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 231,20.03.2026,20.03.2026,Client_id_3231,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 232,16.03.2026,16.03.2026,Client_id_3232,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
3 233,16.03.2026,16.03.2026,Client_id_3233,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 234,18.03.2026,18.03.2026,Client_id_3234,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 235,20.03.2026,20.03.2026,Client_id_3235,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 236,16.03.2026,16.03.2026,Client_id_3236,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 237,20.03.2026,20.03.2026,Client_id_3237,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 238,18.03.2026,18.03.2026,Client_id_3238,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 239,17.03.2026,17.03.2026,Client_id_3239,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 240,16.03.2026,16.03.2026,Client_id_3240,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 241,20.03.2026,20.03.2026,Client_id_3241,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 242,16.03.2026,16.03.2026,Client_id_3242,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
3 243,22.03.2026,22.03.2026,Client_id_3243,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 244,16.03.2026,16.03.2026,Client_id_3244,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 245,19.03.2026,19.03.2026,Client_id_3245,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 246,18.03.2026,18.03.2026,Client_id_3246,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 247,18.03.2026,18.03.2026,Client_id_3247,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 248,20.03.2026,20.03.2026,Client_id_3248,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 249,16.03.2026,16.03.2026,Client_id_3249,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 250,22.03.2026,22.03.2026,Client_id_3250,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 251,16.03.2026,16.03.2026,Client_id_3251,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 252,16.03.2026,16.03.2026,Client_id_3252,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 253,17.03.2026,17.03.2026,Client_id_3253,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 254,17.03.2026,17.03.2026,Client_id_3254,A,business,22.03.2026,2200,1,,,,,,,,,,,,,,
3 255,17.03.2026,17.03.2026,Client_id_3255,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 256,21.03.2026,21.03.2026,Client_id_3256,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
3 257,17.03.2026,17.03.2026,Client_id_3257,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 258,19.03.2026,19.03.2026,Client_id_3258,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 259,22.03.2026,22.03.2026,Client_id_3259,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 260,17.03.2026,17.03.2026,Client_id_3260,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 261,17.03.2026,17.03.2026,Client_id_3261,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 262,22.03.2026,22.03.2026,Client_id_3262,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 263,21.03.2026,21.03.2026,Client_id_3263,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 264,16.03.2026,16.03.2026,Client_id_3264,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
3 265,16.03.2026,16.03.2026,Client_id_3265,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 266,19.03.2026,19.03.2026,Client_id_3266,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 267,17.03.2026,17.03.2026,Client_id_3267,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
3 268,16.03.2026,16.03.2026,Client_id_3268,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
3 269,22.03.2026,22.03.2026,Client_id_3269,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 270,18.03.2026,18.03.2026,Client_id_3270,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 271,20.03.2026,20.03.2026,Client_id_3271,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 272,21.03.2026,21.03.2026,Client_id_3272,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
3 273,18.03.2026,18.03.2026,Client_id_3273,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 274,17.03.2026,17.03.2026,Client_id_3274,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 275,17.03.2026,17.03.2026,Client_id_3275,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 276,22.03.2026,22.03.2026,Client_id_3276,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 277,20.03.2026,20.03.2026,Client_id_3277,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 278,20.03.2026,20.03.2026,Client_id_3278,A,business,31.03.2026,2200,0,,,,,,,,,,,,,,
3 279,22.03.2026,22.03.2026,Client_id_3279,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 280,21.03.2026,21.03.2026,Client_id_3280,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
3 281,16.03.2026,16.03.2026,Client_id_3281,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
3 282,18.03.2026,18.03.2026,Client_id_3282,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
3 283,18.03.2026,18.03.2026,Client_id_3283,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
3 284,20.03.2026,20.03.2026,Client_id_3284,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
3 285,22.03.2026,22.03.2026,Client_id_3285,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 286,22.03.2026,22.03.2026,Client_id_3286,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
3 287,22.03.2026,22.03.2026,Client_id_3287,A,business,27.03.2026,2200,1,,,,,,,,,,,,,,
3 288,16.03.2026,16.03.2026,Client_id_3288,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
3 289,22.03.2026,22.03.2026,Client_id_3289,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
3 290,22.03.2026,22.03.2026,Client_id_3290,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 291,18.03.2026,18.03.2026,Client_id_3291,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 292,20.03.2026,20.03.2026,Client_id_3292,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 293,16.03.2026,16.03.2026,Client_id_3293,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
3 294,17.03.2026,17.03.2026,Client_id_3294,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 295,21.03.2026,21.03.2026,Client_id_3295,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
3 296,21.03.2026,21.03.2026,Client_id_3296,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
3 297,22.03.2026,22.03.2026,Client_id_3297,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
3 298,20.03.2026,20.03.2026,Client_id_3298,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
3 299,18.03.2026,18.03.2026,Client_id_3299,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
3 300,17.03.2026,17.03.2026,Client_id_3300,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
3 301,16.03.2026,16.03.2026,Client_id_3301,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
3 302,16.03.2026,16.03.2026,Client_id_3302,A,business_plus,21.03.2026,2700,1,,,,,,,,,,,,,,
3 303,22.03.2026,22.03.2026,Client_id_3303,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
